"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"G-7","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.607641,
"G-7","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.805181,
"G-7","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.010322,
"G-7","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.283633,
"G-7","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.127141,
"G-7","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.221284,
"G-7","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.482198,
"G-7","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.296042,
"G-20","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.81356,
"G-20","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.53526,
"G-20","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.88934,
"G-20","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.4,
"G-20","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.7,
"G-20","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-0.2,
"G-20","QGDP","TOT","PC_CHGPP","Q","2022-Q3",1.4,
"G-20","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.3,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",3.765342631,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",-2.784369655,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",4.631918268,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",5.351605222,
"COL","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.571924533,
"COL","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.141692238,
"COL","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.465081046,
"COL","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.667469996,
"EA19","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.035988,
"EA19","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.967983,
"EA19","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.279179,
"EA19","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.556224,
"EA19","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.614417,
"EA19","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.878399,
"EA19","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.370305,
"EA19","QGDP","TOT","PC_CHGPP","Q","2022-Q4",-0.031901,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.763466513,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.494932583,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.519911438,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.265738835,
"LTU","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.178141131,
"LTU","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-0.719126788,
"LTU","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.653289014,
"LTU","QGDP","TOT","PC_CHGPP","Q","2022-Q4",-0.491355619,
"SAU","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-1.535258578,
"SAU","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.771834299,
"SAU","QGDP","TOT","PC_CHGPP","Q","2021-Q3",4.266683362,
"SAU","QGDP","TOT","PC_CHGPP","Q","2021-Q4",2.382212793,
"SAU","QGDP","TOT","PC_CHGPP","Q","2022-Q1",2.722177061,
"SAU","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.093510707,
"SAU","QGDP","TOT","PC_CHGPP","Q","2022-Q3",1.232127591,
"SAU","QGDP","TOT","PC_CHGPP","Q","2022-Q4",1.307597966,
"BGR","QGDP","TOT","PC_CHGPP","Q","2021-Q1",2.749834233,
"BGR","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.293447434,
"BGR","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.9047517,
"BGR","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.497653438,
"BGR","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.358227922,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.736409628,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.58886592,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.607546365,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2021-Q1",2.029989561,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.825428569,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.831266585,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.6047209,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.307756036,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.224875279,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2022-Q3",1.225640316,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2022-Q4",1.044892648,"P"
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.217613,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.92232,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.175005,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.743088,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.722018,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.723113,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.370608,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2022-Q4",-0.107487,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q1",3.297992174,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.135215196,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q3",3.129766494,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.881781374,
"CRI","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.508604047,
"CRI","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.849548698,
"CRI","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.643137043,
"CRI","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.306636271,
"HRV","QGDP","TOT","PC_CHGPP","Q","2021-Q1",7.159451459,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.511564993,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.368095708,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2021-Q4",2.051139907,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2022-Q1",2.423857531,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.328968643,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2022-Q3",-0.488398126,"P"
"HRV","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.90637308,"P"
